order_no,order_date,cust_no
2320,'07-12-2023',633
2321,'10-04-2024',529
2322,'17-11-2025',884
2323,'04-12-2024',361
2324,'15-05-2024',976
2325,'04-08-2025',976
2326,'20-09-2023',216
2327,'30-07-2023',795
2328,'12-04-2024',26
2329,'10-12-2025',159
2330,'18-08-2024',480
2331,'22-04-2024',70
2332,'11-12-2024',132
2333,'08-02-2023',565
2334,'24-01-2023',11
2335,'21-03-2025',90
2336,'01-08-2024',400
2337,'07-05-2024',895
2338,'17-12-2023',155
2339,'14-09-2025',805
2340,'18-10-2024',911
2341,'05-05-2025',732
2342,'24-09-2024',816
2343,'28-07-2025',986
2344,'11-11-2024',36
2345,'15-08-2023',586
2346,'30-04-2024',404
2347,'16-03-2023',328
2348,'11-11-2024',1
2349,'18-05-2023',598
2350,'22-03-2023',646
2351,'15-02-2023',709
2352,'31-01-2025',481
2353,'06-10-2024',934
2354,'14-02-2024',137
2355,'28-07-2025',843
2356,'21-12-2024',114
2357,'01-04-2025',656
2358,'01-12-2025',85
2359,'15-08-2023',495
2360,'18-12-2024',638
2361,'18-02-2025',87
2362,'17-05-2023',293
2363,'31-01-2025',150
2364,'05-04-2025',833
2365,'28-06-2024',314
2366,'11-02-2023',329
2367,'02-12-2024',394
2368,'06-08-2023',573
2369,'07-01-2023',91
2370,'16-09-2025',448
2371,'11-01-2023',171
2372,'03-09-2023',33
2373,'28-09-2025',21
2374,'26-11-2023',775
2375,'20-09-2023',779
2376,'13-02-2023',416
2377,'04-12-2025',659
2378,'05-07-2025',853
2379,'12-06-2023',321
2380,'11-09-2023',890
2381,'21-12-2023',841
2382,'15-10-2024',878
2383,'04-12-2025',902
2384,'04-03-2024',375
2385,'06-04-2023',884
2386,'31-08-2025',181
2387,'30-04-2023',694
2388,'25-10-2025',621
2389,'06-03-2023',124
2390,'15-11-2024',748
2391,'27-10-2023',571
2392,'07-07-2023',160
2393,'10-09-2025',897
2394,'23-02-2025',48
2395,'04-06-2023',442
2396,'14-07-2025',963
2397,'02-10-2023',552
2398,'24-08-2023',351
2399,'06-07-2025',465
2400,'27-04-2024',715
2401,'19-09-2024',9
2402,'02-03-2025',803
2403,'26-03-2025',525
2404,'28-03-2025',662
2405,'07-11-2024',905
2406,'19-04-2023',188
2407,'08-01-2023',918
2408,'22-09-2025',43
2409,'01-01-2023',202
2410,'29-08-2025',443
2411,'21-09-2025',950
2412,'13-04-2024',164
2413,'04-06-2025',339
2414,'16-03-2023',903
2415,'21-12-2025',252
2416,'10-07-2023',749
2417,'03-06-2025',679
2418,'19-05-2024',339
2419,'06-04-2023',715
2420,'01-09-2024',64
2421,'11-02-2024',960
2422,'31-05-2025',197
2423,'07-12-2024',637
2424,'26-03-2024',863
2425,'20-04-2024',336
2426,'20-06-2025',43
2427,'12-02-2025',747
2428,'07-05-2025',642
2429,'08-06-2024',379
2430,'27-04-2023',494
2431,'29-01-2025',442
2432,'07-03-2023',46
2433,'05-06-2023',676
2434,'12-03-2025',627
2435,'13-09-2023',749
2436,'15-10-2025',792
2437,'05-04-2024',638
2438,'12-08-2025',528
2439,'22-07-2024',490
2440,'17-03-2024',741
2441,'03-04-2025',393
2442,'15-04-2023',847
2443,'09-06-2023',530
2444,'23-11-2023',924
2445,'19-09-2024',497
2446,'28-01-2023',519
2447,'25-02-2023',635
2448,'09-03-2023',580
2449,'16-03-2023',1
2450,'28-08-2024',696
2451,'02-08-2025',744
2452,'16-02-2023',298
2453,'09-05-2023',383
2454,'14-05-2023',601
2455,'23-02-2025',562
2456,'27-11-2024',140
2457,'02-11-2025',627
2458,'28-09-2025',185
2459,'29-03-2024',343
2460,'15-03-2025',273
2461,'09-11-2024',335
2462,'26-03-2023',937
2463,'09-09-2023',378
2464,'25-07-2024',554
2465,'12-02-2025',890
2466,'17-08-2023',706
2467,'23-02-2023',468
2468,'19-07-2024',245
2469,'24-06-2023',673
2470,'13-09-2023',886
2471,'17-02-2025',424
2472,'15-06-2023',298
2473,'30-04-2023',359
2474,'14-04-2023',881
2475,'23-01-2025',414
2476,'14-03-2024',4
2477,'01-12-2023',365
2478,'20-04-2025',165
2479,'10-01-2025',952
2480,'25-03-2024',833
2481,'11-08-2025',107
2482,'01-04-2024',710
2483,'02-11-2024',286
2484,'13-07-2025',967
2485,'06-07-2025',701
2486,'24-01-2025',301
2487,'05-03-2025',40
2488,'05-08-2023',735
2489,'30-10-2024',826
2490,'07-05-2025',897
2491,'15-08-2024',376
2492,'20-05-2023',746
2493,'14-03-2024',822
2494,'23-04-2023',779
2495,'02-10-2024',678
2496,'10-04-2023',338
2497,'11-03-2023',227
2498,'05-10-2025',59
2499,'28-04-2023',565
2500,'19-04-2023',647
2501,'13-01-2023',641
2502,'09-07-2025',671
2503,'30-11-2025',951
2504,'10-03-2024',958
2505,'21-06-2023',872
2506,'18-01-2024',518
2507,'10-10-2024',865
2508,'20-09-2025',441
2509,'06-11-2024',68
2510,'12-01-2024',148
2511,'10-07-2024',209
2512,'28-01-2025',217
2513,'31-03-2023',906
2514,'03-09-2024',570
2515,'29-12-2025',964
2516,'04-07-2023',546
2517,'06-04-2024',313
2518,'10-06-2023',845
2519,'11-03-2025',327
2520,'10-02-2024',146
2521,'17-10-2025',476
2522,'17-07-2024',462
2523,'24-03-2023',88
2524,'20-06-2025',687
2525,'29-03-2024',818
2526,'03-06-2023',861
2527,'11-03-2025',733
2528,'28-03-2024',284
2529,'28-04-2024',326
2530,'31-10-2023',220
2531,'22-12-2024',244
2532,'17-05-2025',198
2533,'10-02-2023',7
2534,'11-12-2025',850
2535,'28-05-2023',635
2536,'11-11-2024',617
2537,'17-07-2023',829
2538,'02-02-2024',7
2539,'14-07-2024',842
2540,'03-01-2023',563
2541,'30-05-2025',283
2542,'22-06-2025',96
2543,'25-12-2025',531
2544,'20-12-2025',739
2545,'10-11-2023',862
2546,'26-01-2025',880
2547,'14-12-2025',469
2548,'11-02-2025',288
2549,'23-08-2024',181
2550,'03-06-2024',831
2551,'23-01-2024',921
2552,'24-01-2023',193
2553,'03-03-2023',145
2554,'27-05-2023',990
2555,'16-05-2025',217
2556,'16-11-2023',764
2557,'15-08-2024',827
2558,'07-08-2024',600
2559,'06-11-2025',693
2560,'05-03-2025',438
2561,'01-06-2023',529
2562,'05-12-2023',809
2563,'09-08-2024',234
2564,'14-12-2024',704
2565,'10-02-2023',981
2566,'13-11-2024',201
2567,'30-05-2025',988
2568,'11-02-2023',578
2569,'19-05-2023',784
2570,'31-08-2023',800
2571,'08-09-2023',520
2572,'08-10-2025',608
2573,'09-03-2024',45
2574,'19-05-2023',914
2575,'03-03-2023',208
2576,'06-09-2023',209
2577,'30-03-2025',843
2578,'08-08-2024',195
2579,'30-04-2025',277
2580,'26-11-2025',642
2581,'14-06-2025',410
2582,'31-07-2025',410
2583,'31-03-2023',314
2584,'17-07-2025',23
2585,'17-01-2025',793
2586,'08-12-2025',726
2587,'29-08-2025',579
2588,'18-01-2025',614
2589,'02-08-2024',428
2590,'13-01-2025',643
2591,'25-06-2024',886
2592,'12-01-2025',646
2593,'09-10-2024',722
2594,'10-03-2024',229
2595,'16-08-2023',788
2596,'26-06-2023',993
2597,'12-09-2023',451
2598,'09-08-2024',593
2599,'12-12-2023',791
2600,'19-04-2025',264
2601,'25-10-2024',431
2602,'23-09-2024',563
2603,'19-07-2023',920
2604,'17-05-2025',749
2605,'01-10-2025',541
2606,'05-07-2025',208
2607,'15-01-2023',930
2608,'02-09-2023',878
2609,'03-07-2025',95
2610,'05-04-2023',43
2611,'25-11-2025',864
2612,'01-05-2025',305
2613,'08-07-2023',479
2614,'14-09-2025',401
2615,'30-08-2023',552
2616,'20-02-2023',442
2617,'14-04-2025',979
2618,'12-01-2024',941
2619,'15-01-2024',211
2620,'03-12-2023',213
2621,'08-02-2024',60
2622,'17-06-2025',383
2623,'29-05-2023',759
2624,'08-05-2023',948
2625,'07-11-2025',468
2626,'29-04-2024',533
2627,'03-05-2024',153
2628,'16-08-2023',185
2629,'08-12-2025',500
2630,'04-01-2025',858
2631,'22-01-2023',566
2632,'19-06-2025',904
2633,'27-12-2025',480
2634,'23-08-2025',834
2635,'01-11-2024',787
2636,'14-03-2023',957
2637,'08-07-2025',733
2638,'04-03-2025',180
2639,'25-03-2023',164
2640,'24-08-2023',282
2641,'12-11-2025',13
2642,'10-04-2024',62
2643,'02-10-2025',627
2644,'05-05-2025',355
2645,'31-01-2023',793
2646,'22-09-2023',634
2647,'25-12-2024',344
2648,'25-08-2025',495
2649,'08-05-2023',96
2650,'19-12-2024',95
2651,'28-08-2023',577
2652,'23-11-2025',887
2653,'26-03-2024',609
2654,'26-02-2023',890
2655,'22-07-2024',700
2656,'25-06-2025',65
2657,'10-08-2023',955
2658,'14-07-2025',810
2659,'30-07-2025',521
2660,'30-12-2024',259
2661,'20-10-2024',878
2662,'06-08-2023',989
2663,'06-03-2024',10
2664,'02-10-2025',365
2665,'30-04-2023',129
2666,'23-12-2023',304
2667,'14-03-2025',440
2668,'27-03-2023',505
2669,'24-06-2023',643
2670,'15-03-2024',234
2671,'09-03-2023',772
2672,'26-02-2024',871
2673,'03-08-2024',392
2674,'11-02-2025',558
2675,'04-01-2023',403
2676,'08-10-2024',552
2677,'09-12-2023',408
2678,'06-10-2024',514
2679,'08-03-2025',461
2680,'28-03-2024',471
2681,'03-11-2023',542
2682,'01-01-2023',288
2683,'27-08-2025',809
2684,'10-06-2025',452
2685,'08-07-2023',70
2686,'11-05-2025',351
2687,'29-10-2023',431
2688,'13-05-2025',578
2689,'23-03-2023',159
2690,'05-07-2024',930
2691,'16-02-2023',855
2692,'26-08-2023',284
2693,'24-10-2024',952
2694,'17-06-2024',605
2695,'04-11-2025',395
2696,'11-07-2024',121
2697,'15-10-2024',473
2698,'24-11-2023',113
2699,'21-06-2025',994
2700,'12-01-2025',941
2701,'28-07-2024',161
2702,'18-10-2024',486
2703,'17-10-2023',539
2704,'28-12-2025',791
2705,'25-12-2025',554
2706,'23-04-2025',30
2707,'25-03-2023',363
2708,'01-10-2024',419
2709,'21-04-2023',933
2710,'16-11-2024',752
2711,'09-08-2024',985
2712,'08-01-2025',747
2713,'30-05-2025',409
2714,'05-07-2025',532
2715,'06-08-2024',895
2716,'06-08-2024',103
2717,'09-03-2025',600
2718,'18-03-2025',736
2719,'12-10-2023',227
2720,'21-11-2023',908
2721,'16-10-2025',720
2722,'03-06-2024',293
2723,'28-10-2025',122
2724,'05-12-2025',71
2725,'15-01-2025',530
2726,'30-08-2024',296
2727,'10-04-2024',229
2728,'08-10-2025',94
2729,'08-08-2023',68
2730,'24-02-2024',160
2731,'07-12-2025',317
2732,'23-02-2025',235
2733,'14-07-2025',902
2734,'06-02-2023',5
2735,'26-08-2025',277
2736,'29-10-2024',486
2737,'28-07-2024',583
2738,'30-12-2025',650
2739,'10-08-2024',572
2740,'31-05-2023',384
2741,'08-02-2025',846
2742,'09-01-2023',679
2743,'23-06-2025',967
2744,'27-10-2024',965
2745,'08-03-2025',888
2746,'25-03-2025',563
2747,'02-12-2023',104
2748,'15-11-2025',452
2749,'03-07-2023',108
2750,'02-07-2025',973
2751,'15-02-2025',72
2752,'20-02-2024',930
2753,'15-04-2025',259
2754,'19-08-2025',234
2755,'25-06-2023',396
2756,'20-08-2024',269
2757,'03-06-2025',707
2758,'11-11-2025',699
2759,'25-02-2023',517
2760,'20-11-2023',982
2761,'10-06-2024',268
2762,'04-10-2025',774
2763,'22-03-2024',462
2764,'18-07-2023',412
2765,'30-10-2024',654
2766,'25-12-2025',939
2767,'13-02-2025',77
2768,'10-08-2024',199
2769,'12-06-2023',691
2770,'20-11-2024',310
2771,'24-06-2023',998
2772,'23-07-2025',358
2773,'09-11-2023',76
2774,'09-09-2024',541
2775,'06-02-2023',891
2776,'10-01-2023',691
2777,'19-06-2025',217
2778,'20-11-2025',534
2779,'13-07-2024',614
2780,'03-11-2025',369
2781,'11-02-2024',934
2782,'20-10-2025',431
2783,'16-03-2024',371
2784,'02-04-2024',600
2785,'11-11-2023',863
2786,'15-06-2024',651
2787,'17-10-2024',694
2788,'10-08-2023',959
2789,'25-01-2025',346
2790,'12-02-2023',150
2791,'14-03-2025',169
2792,'27-09-2023',942
2793,'12-01-2025',28
2794,'06-06-2025',399
2795,'05-12-2023',257
2796,'22-02-2025',515
2797,'27-01-2025',749
2798,'06-02-2025',758
2799,'02-07-2023',31
2800,'17-08-2025',48
2801,'26-06-2024',267
2802,'20-03-2025',998
2803,'11-06-2025',827
2804,'27-03-2025',540
2805,'26-05-2024',721
2806,'28-10-2024',335
2807,'29-03-2023',657
2808,'13-03-2024',571
2809,'23-05-2023',350
2810,'19-05-2025',347
2811,'29-05-2024',190
2812,'01-09-2023',582
2813,'05-05-2024',827
2814,'22-06-2023',71
2815,'03-07-2024',494
2816,'21-07-2025',926
2817,'17-06-2024',360
2818,'18-09-2024',57
2819,'24-02-2024',116
2820,'07-10-2023',878
2821,'07-03-2023',591
2822,'11-03-2024',89
2823,'30-11-2023',606
2824,'31-10-2023',832
2825,'15-07-2025',640
2826,'30-01-2025',445
2827,'18-01-2025',237
2828,'26-07-2024',82
2829,'12-03-2023',293
2830,'18-08-2024',746
2831,'14-09-2025',414
2832,'20-07-2024',848
2833,'15-03-2025',859
2834,'13-04-2025',963
2835,'17-03-2023',420
2836,'13-09-2024',638
2837,'06-01-2025',727
2838,'10-02-2025',776
2839,'13-04-2024',585
2840,'22-01-2025',844
2841,'29-02-2024',409
2842,'21-05-2024',539
2843,'25-06-2025',229
2844,'16-02-2024',999
2845,'07-12-2025',122
2846,'02-12-2025',894
2847,'24-03-2025',998
2848,'30-12-2024',518
2849,'06-12-2025',790
2850,'19-11-2024',462
2851,'24-08-2023',194
2852,'28-02-2023',338
2853,'05-01-2023',23
2854,'08-04-2025',415
2855,'17-03-2025',69
2856,'21-04-2023',822
2857,'14-11-2023',557
2858,'03-12-2024',704
2859,'08-12-2024',76
2860,'22-03-2025',288
2861,'05-03-2024',408
2862,'21-01-2023',424
2863,'27-11-2024',672
2864,'30-03-2023',149
2865,'29-11-2025',168
2866,'17-09-2024',559
2867,'15-05-2024',27
2868,'22-10-2023',897
2869,'17-07-2024',106
2870,'08-08-2023',894
2871,'11-11-2023',400
2872,'04-06-2025',26
2873,'03-05-2024',83
2874,'12-12-2024',348
2875,'30-03-2024',16
2876,'04-06-2025',87
2877,'10-01-2025',472
2878,'11-11-2025',220
2879,'18-08-2024',919
2880,'11-09-2025',345
2881,'03-08-2024',184
2882,'10-07-2023',952
2883,'19-05-2024',832
2884,'27-06-2023',366
2885,'22-07-2025',366
2886,'29-04-2023',755
2887,'17-06-2023',933
2888,'19-05-2025',475
2889,'09-07-2024',903
2890,'29-03-2024',861
2891,'11-07-2025',755
2892,'18-12-2024',266
2893,'04-11-2024',656
2894,'15-02-2023',397
2895,'30-09-2025',326
2896,'12-10-2025',852
2897,'25-12-2025',41
2898,'09-01-2023',507
2899,'23-06-2024',891
2900,'27-04-2023',573
2901,'02-06-2024',885
2902,'16-04-2024',145
2903,'13-07-2023',259
2904,'04-01-2024',952
2905,'22-01-2025',542
2906,'28-07-2024',2
2907,'16-11-2025',677
2908,'18-10-2023',283
2909,'13-02-2025',625
2910,'11-11-2024',967
2911,'27-04-2024',881
2912,'02-01-2023',825
2913,'10-08-2024',993
2914,'20-07-2025',625
2915,'30-11-2025',583
2916,'13-03-2023',925
2917,'01-09-2025',616
2918,'10-12-2025',705
2919,'23-10-2025',800
2920,'25-03-2024',742
2921,'31-07-2025',449
2922,'21-07-2025',809
2923,'16-05-2024',743
2924,'18-06-2025',218
2925,'10-04-2024',594
2926,'03-07-2025',314
2927,'27-09-2024',168
2928,'08-07-2024',729
2929,'18-02-2023',317
2930,'03-12-2023',739
2931,'03-07-2024',731
2932,'13-03-2025',255
2933,'26-09-2023',983
2934,'07-10-2023',449
2935,'25-11-2024',165
2936,'21-01-2024',811
2937,'02-10-2023',770
2938,'29-06-2024',579
2939,'30-03-2023',478
2940,'09-08-2025',515
2941,'24-01-2023',876
2942,'07-04-2024',596
2943,'09-12-2025',439
2944,'02-06-2024',112
2945,'07-03-2023',505
2946,'07-02-2024',126
2947,'17-11-2024',210
2948,'02-08-2025',671
2949,'25-11-2025',888
2950,'30-06-2023',739
2951,'19-08-2023',178
2952,'26-05-2024',582
2953,'20-02-2024',906
2954,'11-09-2025',820
2955,'15-12-2025',263
2956,'13-03-2025',35
2957,'19-05-2024',312
2958,'23-09-2024',569
2959,'07-05-2025',108
2960,'14-11-2023',684
2961,'16-01-2024',568
2962,'21-02-2023',89
2963,'22-07-2024',289
2964,'09-05-2023',943
2965,'20-01-2023',426
2966,'13-06-2025',149
2967,'17-01-2024',625
2968,'22-05-2025',342
2969,'22-03-2023',83
2970,'04-10-2025',443
2971,'29-08-2025',743
2972,'08-12-2025',85
2973,'30-04-2025',95
2974,'30-06-2024',453
2975,'24-02-2023',77
2976,'17-03-2025',967
2977,'24-03-2025',432
2978,'23-11-2024',903
2979,'08-09-2023',998
2980,'15-03-2023',699
2981,'02-05-2024',921
2982,'12-06-2025',473
2983,'24-02-2023',132
2984,'26-01-2025',238
2985,'22-07-2025',316
2986,'15-11-2023',373
2987,'08-10-2024',203
2988,'04-02-2024',626
2989,'22-12-2025',180
2990,'22-05-2025',755
2991,'31-05-2023',399
2992,'09-01-2024',27
2993,'28-08-2025',934
2994,'17-09-2023',104
2995,'19-12-2023',435
2996,'02-04-2024',861
2997,'17-04-2025',317
2998,'28-06-2025',518
2999,'29-09-2025',449
3000,'16-08-2023',204
3001,'05-02-2023',649
3002,'07-08-2025',430
3003,'21-11-2025',57
3004,'23-11-2025',910
3005,'05-02-2024',630
3006,'02-12-2024',204
3007,'27-02-2024',387
3008,'21-04-2023',454
3009,'11-07-2024',156
3010,'18-11-2024',45
3011,'02-06-2024',726
3012,'30-03-2025',380
3013,'19-09-2024',220
3014,'14-03-2023',80
3015,'13-01-2023',767
3016,'29-08-2023',919
3017,'14-04-2024',625
3018,'15-11-2025',610
3019,'05-05-2023',369
3020,'29-05-2025',458
3021,'06-06-2023',562
3022,'01-01-2025',91
3023,'16-03-2023',378
3024,'21-03-2023',683
3025,'29-01-2024',687
3026,'03-03-2024',229
3027,'10-07-2023',648
3028,'03-08-2025',132
3029,'15-08-2025',483
3030,'20-03-2025',594
3031,'18-02-2024',63
3032,'15-05-2023',324
3033,'20-04-2025',94
3034,'08-01-2024',372
3035,'27-01-2025',811
3036,'14-06-2025',210
3037,'05-05-2023',569
3038,'18-01-2023',119
3039,'16-06-2025',537
3040,'10-10-2024',530
3041,'14-05-2023',644
3042,'18-02-2023',722
3043,'31-07-2023',701
3044,'11-03-2023',502
3045,'18-06-2025',869
3046,'04-09-2024',899
3047,'28-10-2025',812
3048,'19-12-2025',281
3049,'21-06-2023',571
3050,'20-02-2025',624
3051,'04-02-2023',757
3052,'02-10-2024',720
3053,'20-02-2024',258
3054,'26-04-2023',108
3055,'06-05-2025',801
3056,'15-05-2024',786
3057,'10-12-2023',691
3058,'30-01-2023',642
3059,'08-05-2025',619
3060,'18-08-2024',588
3061,'09-07-2023',805
3062,'12-11-2024',692
3063,'18-01-2024',704
3064,'31-10-2025',682
3065,'17-03-2023',537
3066,'27-04-2023',681
3067,'14-09-2024',192
3068,'25-08-2023',903
3069,'25-08-2024',722
3070,'13-07-2024',822
3071,'07-03-2025',678
3072,'19-09-2024',932
3073,'11-05-2023',29
3074,'18-02-2024',18
3075,'30-05-2024',774
3076,'12-03-2025',838
3077,'07-04-2023',959
3078,'22-03-2024',686
3079,'06-06-2025',163
3080,'09-05-2025',70
3081,'19-10-2023',320
3082,'13-08-2025',1
3083,'10-11-2023',822
3084,'14-11-2023',905
3085,'29-06-2024',597
3086,'28-03-2024',927
3087,'08-07-2025',529
3088,'28-04-2023',774
3089,'03-03-2023',901
3090,'19-08-2025',887
3091,'04-09-2025',440
3092,'19-03-2023',896
3093,'24-05-2024',613
3094,'07-04-2024',290
3095,'07-04-2023',233
3096,'24-03-2024',16
3097,'10-10-2024',959
3098,'17-06-2025',878
3099,'25-05-2023',77
3100,'12-11-2024',311
3101,'20-11-2025',925
3102,'23-07-2024',203
3103,'03-03-2023',746
3104,'10-07-2023',122
3105,'04-11-2023',549
3106,'25-06-2024',141
3107,'14-06-2024',15
3108,'06-09-2023',804
3109,'12-01-2024',641
3110,'21-05-2023',626
3111,'23-07-2025',98
3112,'11-06-2024',420
3113,'01-09-2025',638
3114,'31-05-2024',656
3115,'01-06-2025',682
3116,'26-01-2024',809
3117,'19-06-2023',968
3118,'10-07-2024',743
3119,'12-01-2025',864
3120,'02-09-2024',503
3121,'07-02-2025',90
3122,'23-04-2025',225
3123,'16-06-2025',989
3124,'25-07-2024',677
3125,'10-07-2023',338
3126,'30-11-2025',406
3127,'14-08-2023',84
3128,'02-12-2023',357
3129,'04-03-2025',314
3130,'09-07-2025',917
3131,'02-02-2023',878
3132,'28-02-2024',952
3133,'29-10-2024',148
3134,'22-03-2025',614
3135,'25-05-2023',573
3136,'18-02-2023',955
3137,'05-01-2025',388
3138,'27-06-2024',518
3139,'26-03-2023',439
3140,'18-01-2024',428
3141,'20-01-2023',206
3142,'06-03-2023',911
3143,'28-04-2023',760
3144,'27-01-2024',275
3145,'04-03-2024',65
3146,'01-10-2024',938
3147,'11-03-2024',420
3148,'14-07-2024',520
3149,'28-08-2023',990
3150,'24-07-2023',770
3151,'15-09-2025',205
3152,'10-01-2025',108
3153,'08-05-2024',534
3154,'08-08-2024',240
3155,'18-04-2024',894
3156,'25-01-2024',57
3157,'21-01-2025',840
3158,'01-04-2024',218
3159,'04-02-2023',298
3160,'22-06-2025',443
3161,'14-02-2024',198
3162,'21-12-2025',421
3163,'16-02-2023',734
3164,'26-07-2023',389
3165,'01-12-2025',261
3166,'12-01-2025',750
3167,'29-05-2025',814
3168,'14-02-2025',538
3169,'19-11-2025',671
3170,'27-12-2023',390
3171,'29-06-2024',66
3172,'24-01-2023',797
3173,'30-11-2023',240
3174,'09-05-2025',75
3175,'03-01-2023',329
3176,'06-02-2025',169
3177,'03-03-2024',453
3178,'23-06-2024',144
3179,'19-07-2025',349
3180,'17-08-2025',716
3181,'20-07-2024',959
3182,'18-08-2025',584
3183,'30-06-2023',599
3184,'06-10-2025',21
3185,'23-02-2024',456
3186,'12-02-2024',207
3187,'10-03-2023',813
3188,'02-03-2024',890
3189,'31-03-2023',808
3190,'25-10-2024',465
3191,'15-10-2024',341
3192,'26-05-2025',248
3193,'22-08-2024',256
3194,'16-10-2024',232
3195,'29-12-2024',911
3196,'06-02-2024',1
3197,'14-01-2023',260
3198,'21-03-2024',214
3199,'14-07-2025',951
3200,'21-12-2023',230
3201,'02-06-2023',84
3202,'06-06-2023',763
3203,'04-08-2024',871
3204,'20-01-2025',461
3205,'28-03-2023',253
3206,'08-04-2024',280
3207,'02-09-2023',503
3208,'28-05-2025',777
3209,'25-05-2024',172
3210,'11-02-2025',281
3211,'17-06-2024',644
3212,'24-04-2025',120
3213,'05-12-2025',993
3214,'30-05-2023',414
3215,'27-06-2025',772
3216,'20-08-2025',273
3217,'06-06-2023',829
3218,'21-06-2024',122
3219,'20-12-2023',471
3220,'10-12-2023',635
3221,'09-09-2023',306
3222,'09-12-2024',949
3223,'23-03-2024',995
3224,'02-10-2025',718
3225,'21-06-2023',862
3226,'31-05-2023',63
3227,'03-07-2024',125
3228,'26-12-2023',17
3229,'31-10-2023',283
3230,'30-04-2025',92
3231,'22-03-2023',108
3232,'08-08-2025',544
3233,'22-03-2025',622
3234,'18-09-2024',351
3235,'21-07-2025',963
3236,'26-12-2023',263
3237,'24-01-2023',117
3238,'18-01-2023',297
3239,'12-07-2023',263
3240,'05-12-2025',782
3241,'18-02-2023',319
3242,'20-06-2024',830
3243,'14-02-2024',326
3244,'21-09-2024',217
3245,'31-08-2023',17
3246,'02-08-2024',598
3247,'28-03-2023',181
3248,'14-06-2025',41
3249,'06-07-2023',152
3250,'30-01-2025',807
3251,'01-01-2024',232
3252,'05-11-2025',118
3253,'03-12-2024',757
3254,'30-11-2023',768
3255,'07-05-2024',179
3256,'31-05-2023',798
3257,'02-08-2023',684
3258,'02-02-2025',262
3259,'08-08-2025',766
3260,'02-05-2023',605
3261,'04-06-2024',697
3262,'30-07-2024',635
3263,'01-08-2024',366
3264,'01-09-2025',197
3265,'31-12-2023',840
3266,'21-07-2023',508
3267,'27-01-2024',169
3268,'17-08-2024',382
3269,'07-12-2023',49
3270,'19-02-2024',157
3271,'14-03-2023',188
3272,'08-12-2023',682
3273,'13-05-2023',513
3274,'19-06-2025',418
3275,'06-11-2023',450
3276,'23-01-2025',26
3277,'13-12-2025',895
3278,'04-04-2023',844
3279,'14-05-2025',256
3280,'08-04-2025',124
3281,'07-02-2024',551
3282,'02-03-2023',417
3283,'31-07-2025',104
3284,'17-06-2023',650
3285,'29-04-2023',811
3286,'14-07-2024',640
3287,'20-07-2025',596
3288,'22-01-2023',996
3289,'10-01-2024',359
3290,'31-08-2024',982
3291,'29-10-2023',309
3292,'18-03-2023',831
3293,'14-09-2025',620
3294,'05-03-2024',580
3295,'23-01-2025',662
3296,'28-11-2025',186
3297,'24-10-2023',481
3298,'11-11-2025',620
3299,'21-08-2025',819
3300,'02-11-2025',151
3301,'29-05-2023',24
3302,'11-10-2025',822
3303,'18-03-2023',253
3304,'09-05-2023',806
3305,'26-07-2023',673
3306,'19-09-2024',974
3307,'02-09-2023',259
3308,'03-04-2023',815
3309,'12-11-2023',610
3310,'03-06-2024',143
3311,'12-09-2024',339
3312,'15-08-2025',164
3313,'03-12-2025',895
3314,'13-05-2025',374
3315,'07-12-2025',41
3316,'14-06-2025',836
3317,'02-11-2025',191
3318,'10-07-2023',17
3319,'28-04-2023',525
3320,'02-09-2025',139
3321,'18-07-2023',448
3322,'06-04-2024',147
3323,'18-11-2024',715
3324,'05-03-2024',164
3325,'17-04-2024',818
3326,'11-09-2025',343
3327,'14-08-2024',790
3328,'23-10-2025',410
3329,'08-07-2025',476
3330,'31-05-2023',945
3331,'11-10-2023',462
3332,'17-12-2025',849
3333,'28-03-2024',100
3334,'08-04-2023',61
3335,'29-09-2025',578
3336,'11-01-2023',766
3337,'11-09-2024',651
3338,'29-10-2023',294
3339,'22-09-2025',92
3340,'28-05-2025',550
3341,'02-03-2023',230
3342,'15-10-2023',123
3343,'12-12-2023',814
3344,'29-06-2023',974
3345,'04-02-2023',259
3346,'24-04-2023',499
3347,'21-08-2025',19
3348,'10-07-2025',332
3349,'24-02-2025',14
3350,'31-03-2024',810
3351,'07-07-2024',759
3352,'30-12-2024',365
3353,'03-11-2024',361
3354,'09-06-2025',957
3355,'23-01-2023',978
3356,'02-03-2025',40
3357,'17-09-2024',820
3358,'03-07-2023',502
3359,'08-07-2025',666
3360,'09-01-2023',354
3361,'17-10-2023',397
3362,'29-06-2025',489
3363,'17-03-2025',347
3364,'31-01-2023',113
3365,'24-06-2024',288
3366,'17-04-2023',776
3367,'16-04-2024',49
3368,'21-02-2025',715
3369,'06-08-2023',88
3370,'13-12-2024',12
3371,'03-01-2025',148
3372,'07-03-2023',275
3373,'08-12-2023',98
3374,'09-08-2024',557
3375,'27-04-2024',627
3376,'30-05-2025',289
3377,'04-03-2025',892
3378,'03-10-2025',359
3379,'19-04-2025',920
3380,'27-10-2024',309
3381,'19-05-2023',693
3382,'05-02-2023',865
3383,'06-12-2024',622
3384,'26-10-2024',630
3385,'26-01-2023',493
3386,'08-08-2024',677
3387,'20-12-2024',938
3388,'09-07-2025',910
3389,'03-12-2023',413
3390,'24-04-2025',713
3391,'08-01-2024',618
3392,'19-10-2025',972
3393,'22-04-2025',807
3394,'14-03-2025',623
