order_no,prod_code,order_qty,order_price
2820,1015,40,26.92
2820,1063,201,10.82
2821,1076,160,42.29
2821,1089,29,30.08
2821,1084,32,30.52
2822,1080,159,19.54
2822,1053,78,31.34
2822,1057,235,36.06
2822,1032,53,30.32
2823,1100,236,25.9
2823,1030,198,38.96
2823,1033,142,40.15
2824,1047,160,33.4
2824,1037,187,29.2
2825,1099,104,8.18
2825,1085,208,24.91
2825,1098,94,43.36
2825,1043,187,6.02
2826,1088,201,40.13
2827,1095,68,28.95
2827,1031,126,44.18
2827,1065,52,34.31
2827,1083,111,7.16
2827,1025,235,14.15
2828,1058,62,6.16
2828,1036,87,22.32
2828,1078,175,26.78
2829,1100,25,25.9
2829,1070,75,11.57
2829,1048,30,14.85
2829,1042,131,24.32
2829,1026,138,10.82
2830,1030,63,38.96
2830,1028,72,32.0
2830,1020,116,8.92
2830,1039,169,24.66
2831,1090,53,28.21
2832,1023,209,5.16
2832,1051,29,10.64
2832,1038,159,13.88
2832,1034,218,23.56
2833,1040,40,32.55
2833,1029,242,10.19
2833,1094,231,13.56
2834,1016,19,30.79
2834,1036,130,22.32
2834,1093,142,33.49
2834,1095,242,28.95
2834,1074,52,13.47
2835,1053,161,31.34
2835,1037,155,29.2
2835,1042,51,22.0
2835,1010,134,9.91
2836,1057,212,36.06
2837,1094,240,13.56
2837,1006,102,20.98
2837,1017,56,41.34
2837,1045,54,26.23
2838,1011,232,43.43
2838,1010,68,8.72
2838,1061,146,11.23
2838,1083,74,7.16
2839,1051,129,10.64
2839,1041,129,39.37
2839,1063,98,10.82
2839,1086,223,43.45
2840,1006,244,20.98
2840,1017,202,41.34
2840,1005,179,18.0
2841,1088,126,40.13
2841,1014,119,36.36
2841,1046,13,12.72
2841,1057,88,36.06
2841,1054,110,6.19
2842,1050,106,7.66
2842,1071,237,10.24
2842,1010,187,9.91
2842,1095,220,28.95
2842,1087,211,44.97
2843,1083,168,7.16
2843,1089,229,30.08
2843,1067,215,26.94
2843,1070,113,10.92
2843,1084,174,30.52
2844,1039,20,24.66
2844,1020,93,9.68
2844,1029,70,10.19
2844,1018,152,40.55
2845,1069,160,32.19
2845,1009,115,5.7
2845,1019,120,44.68
2845,1013,35,38.15
2846,1074,219,13.47
2846,1045,114,24.68
2846,1062,26,32.58
2847,1035,136,11.31
2847,1079,237,15.96
2848,1019,193,44.68
2848,1016,55,36.91
2849,1023,127,5.16
2850,1076,223,42.29
2850,1046,39,14.63
2850,1042,210,24.32
2850,1082,148,33.79
2851,1042,183,19.87
2851,1046,101,12.81
2852,1001,102,15.0
2852,1059,42,41.57
2853,1053,112,31.34
2853,1099,158,7.69
2853,1002,63,20.0
2853,1008,166,24.79
2854,1029,233,10.19
2854,1086,127,43.45
2855,1017,54,41.34
2855,1040,25,32.55
2855,1047,71,33.4
2856,1034,72,23.56
2856,1077,16,18.06
2856,1086,100,43.45
2856,1065,233,34.31
2857,1097,212,16.79
2857,1023,74,5.16
2857,1091,114,19.93
2857,1058,49,6.16
2858,1100,45,25.9
2858,1058,245,6.16
2858,1065,68,34.31
2858,1076,45,42.29
2858,1026,29,10.82
2859,1080,48,22.84
2859,1047,54,33.4
2859,1006,19,20.98
2859,1009,193,6.37
2859,1086,46,43.45
2860,1067,206,29.2
2861,1039,206,24.66
2861,1012,44,34.7
2862,1016,239,32.73
2862,1009,137,6.37
2862,1024,109,9.32
2862,1042,128,24.32
2863,1100,142,25.9
2863,1086,193,43.45
2863,1046,74,14.63
2863,1066,207,12.77
2863,1042,72,24.32
2864,1098,20,43.36
2864,1008,108,24.79
2865,1082,113,30.45
2865,1028,62,29.52
2865,1004,96,12.0
2865,1094,98,13.56
2865,1019,166,44.68
2866,1051,73,9.12
2866,1098,81,43.36
2866,1079,189,15.96
2866,1061,15,11.23
2866,1059,247,44.99
2867,1077,167,18.06
2867,1019,126,44.68
2867,1002,12,20.0
2867,1017,84,41.34
2867,1011,69,43.43
2868,1011,26,43.43
2868,1061,209,11.23
2868,1054,73,6.19
2868,1029,101,10.19
2868,1005,71,18.0
2869,1044,95,33.29
2869,1039,178,24.66
2869,1056,187,26.23
2870,1038,189,13.88
2870,1022,210,8.68
2870,1026,249,10.82
2870,1088,139,40.13
2871,1041,202,42.37
2871,1090,62,28.21
2871,1050,21,7.66
2871,1053,11,31.34
2871,1057,155,36.06
2872,1008,41,24.79
2872,1001,12,15.0
2872,1034,23,23.56
2873,1081,229,11.2
2873,1043,64,6.02
2873,1048,115,14.85
2873,1062,178,32.58
2873,1022,187,8.68
2874,1003,142,10.0
2874,1046,84,14.63
2874,1033,91,40.15
2874,1041,247,42.37
2874,1092,138,44.98
2875,1028,165,29.06
2875,1074,108,13.47
2875,1021,125,35.44
2875,1060,54,41.78
2876,1005,17,18.0
2876,1011,160,43.43
2876,1058,112,6.16
2876,1095,39,28.95
2877,1007,62,28.42
2878,1004,105,10.29
2878,1035,110,11.31
2878,1042,101,24.32
2878,1098,119,43.36
2879,1071,88,10.24
2880,1023,117,5.16
2880,1059,135,44.99
2881,1026,113,10.82
2881,1012,176,34.7
2881,1085,104,20.37
2881,1077,40,18.06
2881,1098,246,43.36
2882,1053,245,31.34
2882,1041,79,42.37
2882,1002,85,20.0
2883,1034,247,23.56
2883,1023,134,5.16
2883,1076,237,38.36
2884,1008,222,24.79
2884,1081,17,11.2
2885,1001,155,15.0
2886,1024,29,9.32
2887,1035,180,11.31
2887,1070,21,11.57
2888,1073,45,14.57
2888,1075,239,33.21
2889,1019,166,44.68
2889,1079,48,15.96
2889,1057,84,36.06
2889,1008,211,24.79
2890,1056,62,26.23
2890,1002,175,20.0
2891,1075,28,35.08
2891,1055,127,10.62
2892,1032,35,36.52
2892,1013,196,38.15
2892,1019,86,41.84
2892,1037,232,29.2
2892,1050,212,7.66
2893,1095,185,28.95
2893,1045,52,26.23
2893,1087,198,44.97
2894,1007,201,28.42
2894,1060,240,41.78
2894,1031,64,39.82
2894,1032,195,36.52
2894,1082,70,33.79
2895,1056,22,26.23
2895,1080,234,22.84
2896,1083,119,7.16
2896,1066,60,12.77
2896,1051,56,10.64
2896,1092,130,44.98
2897,1100,12,25.9
2898,1047,121,33.4
2899,1057,53,36.06
2900,1083,126,7.16
2900,1093,232,33.49
2900,1031,86,44.18
2901,1015,139,30.87
2901,1021,226,35.44
2902,1070,239,11.57
2902,1034,179,23.56
2902,1019,183,44.68
2903,1033,191,40.15
2903,1063,153,10.82
2903,1005,98,18.0
2904,1018,104,40.55
2904,1084,190,30.52
2904,1078,166,26.78
2905,1053,160,31.34
2905,1058,23,6.16
2906,1021,160,35.44
2906,1100,32,25.9
2906,1031,179,44.18
2906,1093,93,33.49
2907,1059,231,44.99
2907,1064,93,38.32
2908,1092,172,44.98
2909,1037,107,29.2
2909,1064,174,38.32
2909,1069,239,32.19
2909,1044,131,33.29
2910,1039,184,24.66
2910,1036,103,22.32
2910,1024,226,9.32
2911,1040,155,29.55
2912,1032,102,36.52
2913,1011,143,43.43
2914,1013,181,38.15
2914,1094,227,13.56
2914,1011,93,43.43
2915,1070,141,11.57
2915,1093,55,28.17
2915,1049,197,35.73
2915,1098,110,43.36
2915,1020,10,9.68
2916,1081,123,11.2
2916,1017,225,41.34
2916,1009,139,6.37
2916,1058,170,6.16
2916,1001,223,15.0
2917,1022,39,7.81
2918,1066,242,12.77
2918,1025,228,14.15
2919,1086,135,43.45
2919,1002,86,18.48
2919,1032,31,36.52
2919,1091,234,19.93
2920,1019,206,44.68
2920,1033,238,40.15
2920,1025,100,14.15
2921,1023,83,5.16
2922,1037,247,29.2
2922,1046,33,14.63
2922,1018,200,40.55
2923,1067,95,29.2
2923,1025,193,14.15
2924,1039,81,24.66
2925,1079,163,15.96
2925,1066,145,11.99
2925,1018,90,40.55
2926,1070,199,9.95
2926,1039,104,24.66
2926,1002,39,20.0
2927,1024,106,9.32
2927,1094,240,13.56
2928,1088,197,40.13
2928,1073,163,17.87
2929,1063,75,10.82
2929,1097,204,15.29
2929,1057,167,34.14
2929,1039,11,24.66
2930,1029,88,10.19
2930,1090,221,28.21
2930,1036,51,22.32
2931,1026,233,9.09
2932,1089,239,30.08
2932,1028,22,32.0
2932,1007,186,28.42
2932,1056,14,26.23
2933,1029,32,10.19
2933,1018,56,40.55
2933,1069,24,32.19
2933,1050,184,7.66
2934,1094,175,13.56
2934,1027,136,44.39
2934,1063,238,10.82
2934,1002,62,20.0
2935,1007,171,28.42
2935,1060,102,41.78
2935,1034,187,23.56
2935,1010,191,9.91
2935,1040,100,32.55
2936,1027,110,44.39
2936,1060,232,41.78
2937,1005,57,18.0
2937,1056,33,21.87
2937,1045,76,26.23
2937,1010,103,9.91
2937,1058,69,6.16
2938,1015,166,30.87
2938,1086,30,43.45
2938,1071,53,9.45
2939,1046,193,14.63
2940,1069,108,32.19
2940,1084,103,30.52
2941,1096,241,7.57
2942,1028,66,32.0
2942,1089,226,30.08
2943,1016,162,30.13
2943,1006,100,20.98
2943,1092,81,44.98
2943,1068,134,28.28
2944,1010,46,9.91
2944,1017,19,41.34
2944,1036,142,22.32
2944,1066,34,12.77
2945,1075,92,35.08
2945,1095,95,28.95
2946,1035,98,11.31
2947,1017,115,41.34
2947,1086,55,43.45
2947,1016,76,36.91
2947,1054,191,6.19
2947,1092,173,44.98
2948,1088,147,40.13
2948,1023,32,5.16
2948,1075,249,35.08
2949,1068,16,28.28
2950,1034,32,23.56
2950,1097,236,16.79
2950,1005,212,18.0
2950,1014,150,36.36
2951,1055,115,10.62
2952,1031,18,44.18
2952,1038,116,13.88
2953,1011,200,43.43
2954,1002,234,20.0
2955,1095,210,28.95
2955,1002,203,20.0
2955,1069,49,32.19
2955,1013,186,38.15
2955,1007,145,28.42
2956,1083,205,7.16
2956,1085,99,24.91
2956,1098,176,43.36
2956,1096,136,9.13
2957,1067,128,29.2
2957,1029,234,8.88
2957,1083,109,7.16
2957,1063,96,10.82
2958,1086,204,39.55
2958,1042,71,24.32
2959,1007,208,28.42
2959,1074,11,13.47
2959,1060,186,41.78
2959,1034,181,23.56
2960,1016,140,36.91
2960,1085,239,21.86
2960,1054,98,6.19
2960,1056,132,26.23
2961,1098,110,43.36
2962,1021,68,35.44
2962,1073,77,17.87
2962,1042,142,24.32
2963,1045,150,26.23
2963,1048,17,14.85
2963,1016,199,36.91
2963,1074,181,11.71
2963,1052,146,18.87
2964,1054,195,5.2
2964,1040,167,29.59
2964,1097,128,14.59
2965,1073,189,17.87
2965,1015,32,26.58
2966,1023,122,5.16
2966,1094,232,13.56
2967,1075,203,35.08
2967,1079,235,15.96
2967,1064,114,38.32
2967,1036,95,22.32
2968,1030,154,38.96
2968,1032,88,30.12
2968,1072,165,40.0
2969,1075,116,35.08
2969,1012,186,34.7
2970,1011,35,43.43
2971,1068,246,28.28
2971,1063,231,9.09
2972,1071,190,10.24
2972,1052,15,18.87
2972,1061,61,11.23
2972,1058,205,6.16
2972,1041,208,42.37
2973,1098,221,43.36
2973,1082,130,33.79
2973,1093,232,33.49
2974,1068,231,28.28
2974,1042,120,24.32
2974,1038,131,13.88
2974,1070,52,11.57
2974,1083,178,7.16
2975,1094,243,13.56
2975,1044,203,28.95
2975,1027,86,44.39
2975,1020,94,9.68
2975,1041,147,42.37
2976,1008,120,19.88
2976,1087,145,44.97
2976,1002,161,20.0
2976,1058,83,6.16
2976,1054,121,6.19
2977,1007,96,28.42
2977,1086,112,43.45
2977,1074,133,13.47
2977,1090,121,28.21
2977,1041,141,42.37
2978,1077,192,18.06
2978,1029,122,10.19
2979,1035,113,11.31
2979,1063,11,9.54
2979,1098,130,43.36
2979,1011,56,37.59
2979,1042,216,24.32
2980,1007,94,25.14
2980,1012,14,28.62
2980,1018,150,40.55
2981,1017,71,38.57
2981,1099,181,7.74
2981,1004,220,12.0
2982,1086,61,43.45
2982,1084,172,30.52
2982,1088,169,40.13
2982,1065,85,34.31
2982,1061,214,9.81
2983,1041,205,42.37
2983,1091,179,19.93
2984,1060,178,41.78
2984,1054,247,6.19
2985,1034,58,23.56
2985,1027,137,44.39
2985,1046,174,12.51
2986,1035,194,11.31
2986,1097,180,16.79
2986,1055,225,10.62
2987,1080,133,22.84
2987,1057,38,36.06
2987,1024,64,9.32
2987,1042,229,24.32
2987,1018,47,40.55
2988,1072,33,40.0
2988,1084,184,30.52
2988,1049,88,35.73
2988,1052,120,18.87
2989,1065,21,34.31
2989,1021,248,35.44
2989,1046,154,14.63
2990,1076,166,42.29
2990,1083,12,7.16
2990,1065,109,34.31
2990,1068,123,25.74
2991,1058,215,5.36
2992,1056,154,26.23
2992,1019,237,44.68
2992,1081,219,10.09
2992,1069,50,32.19
2992,1034,213,23.56
2993,1067,138,23.83
2994,1020,229,9.68
2995,1052,167,18.87
2995,1042,40,24.32
2995,1013,39,38.15
2996,1085,50,24.91
2996,1052,197,18.87
2996,1056,127,26.23
2997,1056,201,26.23
2997,1096,203,9.13
2998,1095,82,25.56
2999,1083,48,5.95
3000,1061,165,11.23
3000,1067,58,29.2
3000,1053,125,27.72
3000,1036,53,22.32
3000,1091,75,17.92
3001,1060,223,33.93
3001,1056,215,26.23
3001,1003,240,10.0
3001,1077,88,16.37
3001,1086,71,39.79
3002,1069,16,32.19
3003,1023,248,5.16
3004,1031,200,37.1
3004,1059,204,44.99
3005,1057,66,36.06
3006,1078,194,23.96
3006,1081,102,11.2
3006,1041,33,42.37
3006,1024,244,9.32
3006,1044,131,33.29
3007,1003,23,10.0
3008,1066,35,11.73
3009,1080,140,21.55
3009,1092,169,44.98
3009,1048,173,14.85
3009,1021,141,35.44
3010,1026,245,10.82
3011,1029,48,10.19
3011,1038,36,11.23
3011,1087,142,40.51
3012,1068,185,28.28
3012,1013,109,38.15
3012,1059,191,42.65
3012,1088,153,40.13
3013,1096,238,9.13
3013,1055,172,10.62
3013,1063,124,10.82
3013,1032,105,36.52
3013,1031,60,44.18
3014,1059,133,44.99
3014,1090,85,22.59
3014,1004,162,9.99
3014,1027,152,44.39
3015,1063,209,10.82
3015,1050,32,7.66
3015,1089,25,30.08
3015,1087,47,44.97
3015,1045,190,26.23
3016,1051,36,9.55
3016,1037,243,29.2
3016,1063,227,10.82
3016,1054,45,6.19
3016,1040,85,32.55
3017,1072,149,40.0
3018,1039,42,24.66
3018,1090,96,28.21
3018,1009,208,6.37
3018,1067,219,23.79
3019,1071,126,10.24
3019,1099,194,8.18
3019,1003,217,8.93
3019,1049,60,35.73
3020,1071,185,10.24
3020,1001,239,15.0
3020,1022,16,8.68
3020,1010,243,9.91
3021,1090,215,28.21
3021,1091,233,19.93
3021,1082,162,33.79
3021,1054,150,6.19
3022,1045,36,23.95
3022,1098,155,43.36
3022,1012,56,30.33
3022,1011,169,43.43
3023,1065,222,34.31
3023,1085,67,24.91
3023,1076,123,42.29
3024,1089,76,30.08
3024,1093,100,27.53
3025,1013,197,38.15
3025,1047,182,33.4
3025,1087,204,37.22
3025,1068,20,28.28
3026,1039,79,24.66
3026,1020,247,9.68
3026,1076,140,36.8
3026,1042,220,20.38
3027,1011,220,43.43
3027,1001,69,15.0
3027,1046,233,14.63
3027,1056,170,26.23
3027,1073,18,17.87
3028,1068,146,28.28
3029,1018,125,40.55
3029,1020,61,9.68
3029,1067,157,29.2
3029,1029,82,10.19
3030,1024,71,8.21
3030,1029,23,10.19
3031,1046,108,14.63
3032,1064,98,38.32
3032,1080,86,22.84
3032,1021,127,35.44
3032,1060,189,41.78
3032,1053,92,31.34
3033,1073,212,17.87
3033,1042,95,24.32
3033,1007,142,28.42
3034,1019,177,44.68
3034,1008,115,24.79
3035,1090,21,28.21
3035,1044,161,33.29
3035,1054,141,6.19
3035,1082,149,33.79
3036,1083,24,6.16
3036,1054,55,6.19
3036,1099,147,8.18
3036,1050,33,6.35
3036,1051,242,10.64
3037,1009,108,6.37
3038,1050,95,7.66
3038,1062,68,32.58
3038,1042,57,24.32
3038,1023,27,5.16
3038,1100,93,25.9
3039,1047,167,33.4
3040,1036,193,22.32
3040,1034,185,23.56
3040,1052,109,18.87
3040,1047,217,33.4
3040,1015,226,30.87
3041,1007,246,26.22
3041,1021,214,35.44
3041,1031,211,44.18
3041,1065,225,34.31
3041,1081,165,11.2
3042,1046,36,14.63
3042,1075,16,35.08
3042,1061,93,11.23
3043,1029,158,10.19
3043,1065,49,27.53
3044,1066,189,12.77
3044,1099,137,8.18
3045,1022,78,8.68
3045,1043,48,6.02
3045,1057,94,32.57
3045,1034,163,20.29
3045,1064,211,38.32
3046,1049,224,35.73
3046,1018,174,40.55
3046,1072,99,40.0
3046,1095,11,28.95
3046,1034,133,19.28
3047,1034,173,23.56
3047,1056,138,26.23
3047,1072,10,40.0
3048,1014,202,29.26
3048,1031,168,44.18
3048,1085,100,24.91
3048,1079,154,13.85
3048,1011,43,43.43
3049,1053,191,31.34
3049,1077,30,18.06
3049,1013,231,38.15
3049,1006,250,20.98
3050,1038,46,13.88
3050,1090,138,28.21
3050,1073,112,16.84
3050,1036,36,22.32
3051,1086,75,43.45
3051,1047,187,29.49
3051,1036,106,22.32
3051,1045,96,26.23
3051,1012,43,34.7
3052,1062,104,32.58
3052,1097,63,15.32
3052,1051,76,10.64
3052,1007,57,28.42
3053,1097,25,16.79
3054,1055,54,10.62
3054,1015,72,30.87
3054,1020,69,9.68
3054,1051,42,10.64
3054,1074,238,12.64
3055,1006,18,20.98
3055,1008,229,20.33
3055,1065,153,34.31
3055,1068,135,26.03
3056,1059,190,44.99
3057,1045,113,26.23
3057,1085,88,24.91
3058,1009,45,6.37
3059,1008,174,24.79
3059,1087,92,44.97
3059,1072,107,40.0
3060,1048,15,12.8
3060,1066,106,12.77
3060,1089,189,30.08
3061,1016,47,36.91
3061,1045,28,26.23
3061,1002,249,18.66
3061,1012,116,30.18
3061,1079,97,15.96
3062,1068,180,28.28
3062,1090,167,26.11
3063,1049,105,35.73
3063,1050,74,7.66
3064,1080,156,22.84
3064,1065,106,34.31
3065,1076,76,42.29
3066,1032,103,36.52
3067,1094,61,13.56
3068,1050,246,7.66
3068,1006,209,17.51
3068,1012,226,34.7
3069,1035,49,11.31
3069,1097,154,16.79
3070,1027,225,44.39
3070,1050,182,7.66
3070,1015,145,30.87
3070,1001,160,15.0
3071,1040,59,28.11
3071,1052,194,18.87
3071,1065,36,34.31
3071,1015,208,30.87
3072,1090,75,28.21
3073,1045,194,26.23
3073,1098,133,43.36
3073,1078,24,26.78
3074,1077,198,18.06
3075,1069,156,32.19
3076,1053,30,31.34
3076,1006,105,20.98
3076,1028,192,32.0
3077,1012,72,34.7
3077,1015,53,30.87
3077,1062,62,32.58
3077,1008,85,24.79
3077,1079,18,15.96
3078,1005,64,18.0
3079,1077,68,18.06
3079,1032,118,36.52
3079,1052,33,18.87
3079,1012,127,34.7
3079,1060,14,41.78
3080,1053,168,31.34
3080,1064,231,38.32
3080,1065,107,34.31
3081,1020,210,7.96
3081,1027,237,44.39
3081,1079,205,15.96
3081,1065,245,34.31
3082,1076,233,37.36
3082,1043,121,5.38
3082,1027,182,44.39
3083,1012,103,34.7
3083,1030,196,38.96
3083,1035,38,11.31
3084,1088,164,34.24
3085,1049,215,35.73
3086,1070,223,10.8
3087,1037,128,29.2
3087,1058,103,6.16
3087,1012,163,30.27
3087,1085,193,22.61
3088,1012,214,34.7
3088,1016,145,36.91
3088,1044,122,33.29
3088,1047,206,33.4
3088,1072,68,40.0
3089,1072,212,40.0
3089,1089,79,30.08
3090,1076,34,42.29
3090,1024,64,9.32
3090,1084,91,30.52
3090,1074,178,10.96
3091,1067,169,29.2
3091,1092,205,37.7
3091,1088,200,40.13
3092,1024,46,9.32
3092,1027,200,44.39
3093,1025,76,14.15
3093,1008,58,24.79
3093,1081,124,11.2
3093,1017,64,41.34
3093,1098,218,43.36
3094,1095,112,28.95
3094,1012,174,34.7
3094,1060,96,41.78
3095,1079,45,15.96
3096,1034,179,23.56
3096,1012,211,34.7
3097,1022,247,8.68
3097,1050,204,7.66
3098,1041,108,42.37
3099,1011,105,43.43
3099,1060,69,41.78
3100,1061,76,9.39
3100,1010,229,9.91
3101,1028,65,27.35
3102,1051,125,10.64
3102,1013,102,38.15
3102,1044,136,33.29
3102,1048,190,14.85
3103,1030,124,38.96
3103,1048,232,14.85
3103,1039,26,24.66
3104,1044,12,33.29
3104,1024,183,9.32
3104,1087,202,44.97
3104,1005,41,18.0
3105,1044,216,33.29
3105,1079,58,15.11
3105,1076,210,39.68
3105,1007,19,28.42
3106,1056,143,26.23
3106,1042,235,24.32
3106,1050,109,7.22
3107,1085,18,24.91
3108,1040,155,32.55
3108,1048,111,14.85
3108,1094,107,13.56
3108,1037,218,29.2
3108,1089,224,30.08
3109,1063,146,10.82
3110,1055,51,10.62
3110,1050,189,7.66
3111,1013,28,36.1
3111,1011,123,39.15
3111,1050,247,7.66
3112,1013,204,30.66
3113,1017,243,41.34
3113,1038,60,13.88
3113,1084,139,30.52
3113,1092,184,44.98
3114,1067,132,29.2
3114,1012,200,34.7
3114,1056,91,26.23
3114,1093,121,33.49
3114,1065,71,34.31
3115,1068,159,28.28
3115,1017,220,41.34
3115,1036,175,22.32
3115,1075,250,35.08
3115,1054,195,6.19
3116,1072,125,40.0
3116,1002,37,17.76
3117,1043,73,6.02
3118,1034,109,23.56
3118,1091,157,19.93
3118,1058,115,6.16
3118,1060,181,37.08
3119,1013,27,38.15
3119,1037,229,29.2
3120,1081,205,9.07
3120,1047,123,33.4
3120,1018,160,40.55
3121,1077,93,18.06
3121,1031,154,44.18
3122,1095,232,24.22
3123,1099,248,8.18
3123,1032,41,30.41
3123,1023,46,5.16
3123,1056,190,26.23
3123,1036,242,22.32
3124,1033,135,40.15
3125,1058,248,6.16
3125,1100,214,25.9
3125,1045,147,23.78
3125,1065,83,34.31
3126,1056,68,26.23
3126,1099,220,8.18
3126,1047,63,29.94
3126,1077,76,18.06
3127,1015,112,28.59
3127,1044,132,33.29
3127,1068,30,28.28
3127,1098,221,43.36
3127,1040,103,32.55
3128,1015,163,30.87
3128,1037,22,29.2
3128,1066,39,12.77
3128,1062,127,32.58
3129,1046,164,13.01
3129,1051,162,10.64
3129,1042,201,24.32
3129,1089,215,30.08
3129,1043,213,6.02
3130,1043,55,6.02
3130,1036,236,22.32
3130,1026,193,10.82
3131,1069,226,32.19
3131,1092,197,44.98
3131,1100,12,25.9
3131,1010,57,9.91
3131,1036,233,22.32
3132,1010,144,9.91
3132,1037,190,29.2
3132,1031,184,44.18
3132,1064,128,38.32
3133,1028,86,32.0
3134,1050,104,7.66
3135,1075,228,28.09
3136,1007,65,28.42
3136,1003,178,10.0
3136,1080,18,22.84
3136,1043,20,6.02
3137,1068,30,28.28
3137,1066,234,12.77
3137,1090,246,28.21
3138,1010,10,9.05
3138,1021,207,35.44
3138,1076,47,42.29
3139,1015,250,30.87
3139,1003,127,8.04
3139,1052,41,18.87
3139,1019,157,44.68
3140,1099,32,8.18
3140,1077,84,14.78
3140,1096,48,9.13
3140,1012,121,34.7
3140,1055,110,8.82
3141,1009,10,6.37
3141,1062,116,32.58
3141,1052,109,18.87
3142,1061,124,11.23
3142,1027,97,44.39
3142,1048,55,14.85
3143,1035,119,11.31
3143,1040,126,32.55
3143,1027,106,39.73
3143,1058,209,6.16
3143,1021,158,35.44
3144,1100,39,25.9
3145,1045,145,26.23
3145,1067,103,27.71
3145,1011,114,43.43
3146,1098,61,36.54
3146,1009,214,6.37
3147,1046,84,14.63
3147,1076,214,42.29
3147,1052,126,18.87
3147,1036,124,22.32
3148,1044,25,28.22
3148,1013,180,38.15
3148,1066,221,12.77
3148,1038,60,13.88
3149,1065,21,34.31
3150,1079,217,15.96
3151,1039,99,24.66
3151,1058,167,6.16
3151,1093,188,33.49
3151,1020,71,9.68
3151,1002,237,20.0
3152,1069,12,32.19
3152,1017,210,41.34
3152,1083,145,7.16
3152,1099,38,8.18
3153,1021,173,35.44
3153,1045,101,26.23
3154,1055,109,9.93
3154,1098,72,43.36
3154,1072,122,40.0
3154,1069,142,32.19
3155,1031,61,44.18
3155,1030,228,34.07
3156,1077,238,18.06
3156,1060,233,41.78
3156,1087,139,44.97
3156,1053,106,31.34
3157,1023,84,5.16
3157,1069,101,32.19
3157,1092,211,44.98
3158,1030,204,38.96
3158,1068,247,28.28
3158,1012,224,34.7
3158,1036,105,22.32
3159,1036,79,22.32
3160,1074,53,13.47
3160,1014,74,36.36
3161,1070,41,11.57
3161,1043,95,6.02
3162,1094,99,13.56
3162,1002,84,20.0
3163,1049,136,35.73
3163,1069,138,32.19
3164,1089,96,30.08
3164,1048,206,14.85
3164,1015,212,30.87
3164,1065,168,34.31
3164,1001,96,15.0
3165,1049,200,35.73
3165,1014,47,36.36
3165,1017,35,41.34
3165,1064,133,34.15
3165,1062,15,32.58
3166,1038,227,13.88
3166,1034,210,22.2
3166,1097,190,14.04
3167,1090,218,28.21
3167,1028,184,32.0
3167,1060,13,41.78
3167,1053,207,29.23
3167,1015,149,29.16
3168,1066,114,12.77
3168,1037,192,25.43
3169,1047,166,30.14
3170,1081,181,11.2
3171,1066,179,12.77
3171,1059,52,44.99
3171,1020,85,9.68
3171,1001,108,15.0
3172,1091,238,17.16
3172,1045,116,26.23
3172,1009,175,6.37
3173,1093,17,33.49
3173,1031,24,44.18
3174,1031,78,41.11
3174,1021,22,35.44
3175,1038,200,13.88
3175,1040,204,30.79
3176,1097,36,16.79
3176,1017,162,37.13
3176,1100,208,25.9
3176,1054,214,6.19
3177,1093,23,33.49
3177,1084,170,30.52
3177,1035,131,11.31
3177,1095,109,28.95
3177,1038,101,13.88
3178,1093,78,33.49
3178,1034,41,23.56
3178,1027,162,44.39
3179,1060,222,41.78
3179,1059,157,44.99
3179,1082,36,33.79
3179,1011,119,36.72
3179,1093,203,33.49
3180,1079,18,12.78
3181,1009,23,6.37
3181,1069,64,32.19
3182,1028,155,32.0
3182,1097,88,16.79
3182,1040,14,32.55
3182,1083,64,7.16
3182,1010,164,9.91
3183,1013,33,38.15
3183,1096,109,9.13
3183,1039,120,24.66
3184,1074,207,13.47
3184,1093,192,33.49
3184,1032,224,36.52
3185,1078,18,26.78
3186,1079,167,14.86
3186,1051,206,10.64
3186,1078,165,26.78
3186,1082,212,33.79
3186,1087,123,44.97
3187,1020,228,9.68
3187,1050,218,7.66
3187,1016,215,36.91
3188,1025,52,12.99
3188,1078,48,26.78
3188,1052,61,18.87
3188,1049,200,32.19
3189,1035,15,11.31
3189,1006,180,20.98
3190,1001,158,15.0
3190,1004,202,12.0
3190,1008,40,24.79
3191,1009,215,6.37
3191,1054,21,5.03
3191,1052,13,18.87
3191,1020,38,9.02
3191,1029,131,10.19
3192,1069,17,26.06
3192,1062,220,32.58
3192,1092,186,44.98
3192,1022,159,8.68
3192,1093,179,33.49
3193,1006,103,20.98
3193,1089,100,26.68
3193,1075,168,35.08
3194,1036,141,22.32
3194,1019,132,44.68
3195,1055,81,10.62
3195,1048,90,14.85
3195,1100,109,25.9
3195,1013,211,38.15
3195,1023,42,5.16
3196,1004,119,12.0
3196,1072,27,40.0
3196,1059,44,38.0
3196,1062,69,32.58
3196,1100,197,25.9
3197,1019,163,38.92
3197,1086,125,43.45
3197,1056,221,26.23
3197,1009,241,6.37
3198,1029,166,10.19
3198,1059,162,44.99
3198,1004,216,12.0
3199,1052,57,18.87
3200,1009,93,6.37
3201,1094,241,13.56
3202,1043,48,5.33
3202,1012,168,34.7
3202,1013,159,38.15
3202,1060,223,41.78
3203,1070,239,11.57
3203,1023,129,5.16
3203,1028,225,32.0
3203,1060,190,41.78
3203,1071,189,10.24
3204,1078,73,26.78
3205,1092,60,44.98
3206,1089,164,30.08
3206,1001,165,15.0
3207,1043,77,6.02
3207,1052,81,15.95
3207,1074,191,12.53
3207,1072,136,40.0
